taxon_oid,Domain,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,IMG Product Assignment,IMG Release,IMG Submission ID,JGI Project ID / ITS PID,JGI Analysis Product Name,JGI Analysis Project Type,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Combined Sample,Comments,Distance Matrix Calc. Date,Funding Agency,Gene Model QC,Genome Completeness %,High Quality,Is Public,NCBI Taxon ID,NCBI Project ID,RefSeq Project ID,Release Date,Strain,Submission Type,User Access,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails ,Alt2. Contact Names ,Altitude,Bioproject Accession,Biosample Accession,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal Id,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Isolation,Isolation Country,ITS PID,ITS Proposal Id,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Relevance,Replicate,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,CRISPR Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count ,Coding Base Count % ,Coding Base Count NP ,Coding Base Count NP % ,CDS Count   * assembled,CDS %   * assembled,RNA Count   * assembled,RNA %  * assembled,rRNA Count   * assembled,5S rRNA Count   * assembled,16S rRNA Count   * assembled,18S rRNA Count   * assembled,23S rRNA Count   * assembled,28S rRNA Count   * assembled,tRNA Count   * assembled,Other RNA Count   * assembled,Pseudo Genes Count ,Pseudo Genes % ,Unchar Count ,Unchar % ,Dubious Count,Dubious %,w/ Func Pred Count   * assembled,w/ Func Pred %   * assembled,w/o function prediction  * assembled,w/o function prediction %  * assembled,Orthologs Count,Orthologs %,Paralogs Count,Paralogs %,Obsolete Count ,Obsolete % ,Revised Count ,Revised % ,Fused Count ,Fused % ,Fusion Component Count ,Fusion component % ,COG Count   * assembled,COG %   * assembled,KOG Count ,KOG % ,Pfam Count   * assembled,Pfam %   * assembled,TIGRfam Count   * assembled,TIGRfam %   * assembled,Enzyme Count   * assembled,Enzyme %   * assembled,KEGG Count   * assembled,KEGG %   * assembled,Not KEGG Count   * assembled,Not KEGG %   * assembled,KO Count   * assembled,KO %   * assembled,Not KO Count   * assembled,Not KO %   * assembled,MetaCyc Count   * assembled,MetaCyc %   * assembled,Not MetaCyc Count   * assembled,Not MetaCyc %   * assembled,IMG Term Count ,IMG Term % ,IMG Pathwawy Count ,IMG Pathway % ,IMG Parts List Count ,IMG Parts List % ,MyIMG Annotation Count,MyIMG Annotation %,Signal Peptide Count ,Signal Peptide % ,Transmembrane Count ,Transmembrane % ,Horizontally Transferred Count,Horizontally Transferred %,Genome Property Count ,Genome Property % ,Ortholog Group Count,Paralog Group Count,COG Cluster Count   * assembled,KOG Cluster Count ,Pfam Cluster Count   * assembled,TIGRfam Cluster Count   * assembled,IMG Cluster Count,IMG Cluster %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,Biosynthetic Cluster Gene Count  * assembled,Biosynthetic Cluster Gene %  * assembled,Biosynthetic Cluster Count  * assembled,InterPro Count ,InterPro % 
2721755935,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_I18 (unscreened),DOE Joint Genome Institute (JGI),2721755935,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119894,1117391,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181257,Single Cell Analysis (unscreened),Gp0207932,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_I18,Reanalysis,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,200 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1117391,1933,22.7519,,,158.008,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_I18,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,146121,178,28,0,51149,0.35,137899,94.37,137899,94.37,177,99.44,1,0.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,82.02,31,17.42,0,0,4,2.25,0,0,0,0,9,5.06,0,0,98,55.06,33,18.54,154,86.52,60,33.71,54,30.34,51,28.65,126,70.79,79,44.38,98,55.06,46,25.84,131,73.6,34,19.1,20,11.24,6,3.37,0,0,9,5.06,42,23.6,170,95.51,0,0,0,0,94,31,176,66,0,0,177,99.44,28,0,0,0,101,56.74
2721755929,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_J15 (contamination screened),DOE Joint Genome Institute (JGI),2721755929,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119888,1110325,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0181736,Single Cell Analysis (screened),Gp0207931,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_J15,Primary,,,,dboeuf@hawaii.edu; edelong@hawaii.edu; dkarl@hawaii.edu,Dominique Boeuf; Edward DeLong; David Karl,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,25 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110325,1933,22.6617,,,157.977,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_J15,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,419978,470,18,1,131951,0.31,405459,96.54,405459,96.54,453,96.38,17,3.62,0,0,0,0,0,0,16,0,0,0,0,0,0,0,334,71.06,119,25.32,0,0,20,4.26,0,0,0,0,24,5.11,0,0,261,55.53,97,20.64,346,73.62,154,32.77,130,27.66,121,25.74,332,70.64,208,44.26,245,52.13,117,24.89,336,71.49,67,14.26,32,6.81,21,4.47,0,0,22,4.68,112,23.83,433,92.13,0,0,0,0,242,93,390,158,0,0,470,100,20,0,0,0,230,48.94
2721755915,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_J15 (unscreened),DOE Joint Genome Institute (JGI),2721755915,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119782,1110325,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181171,Single Cell Analysis (unscreened),Gp0207931,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_J15,Reanalysis,,,,dboeuf@hawaii.edu; edelong@hawaii.edu; dkarl@hawaii.edu,Dominique Boeuf; Edward DeLong; David Karl,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,25 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110325,1933,22.6617,,,157.977,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_J15,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,510068,585,38,1,160034,0.31,492456,96.55,492456,96.55,558,95.38,27,4.62,2,1,0,0,1,0,24,1,0,0,0,0,0,0,426,72.82,132,22.56,0,0,22,3.76,0,0,0,0,31,5.3,0,0,321,54.87,122,20.85,437,74.7,208,35.56,165,28.21,158,27.01,400,68.38,258,44.1,300,51.28,150,25.64,408,69.74,95,16.24,43,7.35,32,5.47,0,0,24,4.1,129,22.05,537,91.79,0,0,0,0,299,117,487,218,0,0,585,100,41,0,0,0,295,50.43
2721755955,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_J17 (contamination screened),DOE Joint Genome Institute (JGI),2721755955,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,120041,1117392,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0181856,Single Cell Analysis (screened),Gp0207930,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_J17,Primary,,,,dkarl@hawaii.edu; edelong@hawaii.edu; dboeuf@hawaii.edu,David Karl; Edward DeLong; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,500 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1117392,1933,22.7519,,,158.007,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_J17,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,451705,406,34,0,169442,0.38,429928,95.18,429928,95.18,396,97.54,10,2.46,3,1,1,0,1,0,7,0,0,0,0,0,0,0,273,67.24,123,30.3,0,0,18,4.43,0,0,0,0,10,2.46,0,0,195,48.03,73,17.98,272,67,127,31.28,69,17,89,21.92,307,75.62,147,36.21,249,61.33,61,15.02,335,82.51,55,13.55,15,3.69,36,8.87,0,0,23,5.67,91,22.41,331,81.53,0,0,0,0,181,71,304,113,0,0,403,99.26,41,0,0,0,199,49.01
2721755943,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_J17 (unscreened),DOE Joint Genome Institute (JGI),2721755943,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119902,1117392,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181258,Single Cell Analysis (unscreened),Gp0207930,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_J17,Reanalysis,,,,dkarl@hawaii.edu; edelong@hawaii.edu; dboeuf@hawaii.edu,David Karl; Edward DeLong; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,500 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1117392,1933,22.7519,,,158.007,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_J17,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,757511,698,98,1,284001,0.37,723758,95.55,723758,95.55,686,98.28,12,1.72,3,1,1,0,1,0,9,0,0,0,0,0,0,0,473,67.77,213,30.52,0,0,22,3.15,0,0,0,0,20,2.87,0,0,317,45.42,116,16.62,476,68.19,206,29.51,132,18.91,145,20.77,541,77.51,247,35.39,439,62.89,118,16.91,568,81.38,87,12.46,29,4.15,45,6.45,0,0,35,5.01,170,24.36,580,83.09,0,0,0,0,286,110,505,183,0,0,691,99,101,0,0,0,334,47.85
2721755856,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_K13 (contamination screened),DOE Joint Genome Institute (JGI),2721755856,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119176,1110327,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0181329,Single Cell Analysis (screened),Gp0207929,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_K13,Primary,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,25 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110327,1933,22.6617,,,157.977,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_K13,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,946435,880,51,0,317037,0.33,906597,95.8,906597,95.8,865,98.3,15,1.7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,609,69.2,256,29.09,0,0,23,2.61,0,0,0,0,41,4.66,0,0,444,50.45,155,17.61,626,71.14,299,33.98,205,23.3,203,23.07,662,75.23,337,38.3,528,60,177,20.11,688,78.18,111,12.61,45,5.11,47,5.34,0,0,31,3.52,217,24.66,727,82.61,0,0,0,0,386,145,643,264,0,0,876,99.55,63,0,0,0,420,47.73
2721755878,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_K18 (unscreened),DOE Joint Genome Institute (JGI),2721755878,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,119431,1110328,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181173,Single Cell Analysis (unscreened),Gp0207928,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_K18,Reanalysis,,,,dboeuf@hawaii.edu; edelong@hawaii.edu; dkarl@hawaii.edu,Dominique Boeuf; Edward DeLong; David Karl,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,25 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110328,1933,22.6617,,,157.977,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_K18,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,285071,320,43,0,91006,0.32,275466,96.63,275466,96.63,313,97.81,7,2.19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,248,77.5,65,20.31,0,0,8,2.5,0,0,0,0,16,5,0,0,182,56.88,67,20.94,253,79.06,112,35,82,25.63,91,28.44,222,69.38,133,41.56,180,56.25,74,23.13,239,74.69,55,17.19,24,7.5,27,8.44,0,0,16,5,64,20,299,93.44,0,0,0,0,173,67,312,115,0,0,320,100,44,0,0,0,177,55.31
2721756107,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_L8 (contamination screened),DOE Joint Genome Institute (JGI),2721756107,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,121097,1110722,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0182459,Single Cell Analysis (screened),Gp0207927,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_L8,Primary,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,200 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110722,1933,22.7519,,,158.0075,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_L8,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,395020,415,24,1,124530,0.32,380513,96.33,380513,96.33,405,97.59,10,2.41,0,0,0,0,0,0,8,0,0,0,0,0,0,0,288,69.4,117,28.19,0,0,11,2.65,0,0,0,0,24,5.78,0,0,225,54.22,92,22.17,293,70.6,136,32.77,133,32.05,128,30.84,277,66.75,190,45.78,215,51.81,114,27.47,291,70.12,64,15.42,32,7.71,22,5.3,0,0,16,3.86,97,23.37,357,86.02,0,0,0,0,212,86,364,139,0,0,415,100,29,0,0,0,218,52.53
2721756067,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 01_L8 (unscreened),DOE Joint Genome Institute (JGI),2721756067,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,120782,1110722,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181231,Single Cell Analysis (unscreened),Gp0207927,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 01_L8,Reanalysis,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,200 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110722,1933,22.7519,,,158.0075,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 01_L8,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,622071,635,70,1,199020,0.32,597687,96.09,597687,96.09,614,96.69,21,3.31,2,1,1,0,0,0,17,2,0,0,0,0,0,0,425,66.93,189,29.76,0,0,21,3.31,0,0,0,0,31,4.88,0,0,315,49.61,120,18.9,429,67.56,214,33.7,184,28.98,184,28.98,430,67.72,261,41.1,353,55.59,156,24.57,458,72.13,105,16.54,51,8.03,33,5.2,0,0,22,3.46,139,21.89,538,84.72,0,0,0,0,296,113,516,213,0,0,630,99.21,73,0,0,0,327,51.5
2721756014,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 02_C18 (unscreened),DOE Joint Genome Institute (JGI),2721756014,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,120655,1117393,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181259,Single Cell Analysis (unscreened),Gp0207926,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 02_C18,Reanalysis,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,200 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1117393,1933,22.7519,,,158.0075,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 02_C18,,,,0,,0,0,0,0,,,,,,,,,,Illumina NextSeq-HO,,,,,Single Cell,,150733,195,41,0,52423,0.35,140590,93.28,140590,93.28,190,97.44,5,2.56,1,0,0,0,1,0,4,0,0,0,0,0,0,0,164,84.1,26,13.33,0,0,9,4.62,0,0,0,0,8,4.1,0,0,103,52.82,32,16.41,164,84.1,87,44.62,55,28.21,63,32.31,127,65.13,90,46.15,100,51.28,48,24.62,142,72.82,56,28.72,20,10.26,23,11.79,0,0,5,2.56,28,14.36,171,87.69,0,0,0,0,102,32,202,92,0,0,191,97.95,41,0,0,0,107,54.87
2721756098,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 02_D13 (contamination screened),DOE Joint Genome Institute (JGI),2721756098,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,121087,1110671,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0182456,Single Cell Analysis (screened),Gp0207925,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 02_D13,Primary,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,125 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110671,1933,22.7897,,,157.9194,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 02_D13,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,967467,845,48,1,323826,0.33,930301,96.16,930301,96.16,822,97.28,23,2.72,3,1,1,0,1,0,19,1,0,0,0,0,0,0,609,72.07,213,25.21,0,0,35,4.14,0,0,0,0,34,4.02,0,0,419,49.59,162,19.17,628,74.32,272,32.19,202,23.91,215,25.44,607,71.83,333,39.41,489,57.87,181,21.42,641,75.86,118,13.96,58,6.86,43,5.09,0,0,40,4.73,228,26.98,730,86.39,0,0,0,0,367,144,653,263,0,0,843,99.76,56,0,0,0,416,49.23
2721756056,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 02_D13 (unscreened),DOE Joint Genome Institute (JGI),2721756056,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,120771,1110671,Microbial Minimal Draft Single Cell Raw Genome,Single Cell Analysis (unscreened),Ga0181200,Single Cell Analysis (unscreened),Gp0207925,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 02_D13,Reanalysis,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,125 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110671,1933,22.7897,,,157.9194,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 02_D13,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,1173086,1054,93,1,391161,0.33,1126368,96.03,1126368,96.03,1029,97.63,25,2.37,3,1,1,0,1,0,21,1,0,0,0,0,0,0,756,71.73,273,25.9,0,0,55,5.22,0,0,0,0,41,3.89,0,0,519,49.24,199,18.88,779,73.91,324,30.74,244,23.15,254,24.1,775,73.53,394,37.38,635,60.25,220,20.87,809,76.76,134,12.71,67,6.36,49,4.65,0,0,45,4.27,265,25.14,914,86.72,0,0,0,0,432,169,763,301,0,0,1050,99.62,102,0,0,0,516,48.96
2721756048,Bacteria,Permanent Draft,"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA",Deferribacterales SAR406 bacterium JGI 02_F21 (contamination screened),DOE Joint Genome Institute (JGI),2721756048,Deferribacteres,Deferribacteres,Deferribacterales,unclassified,unclassified,unclassified,Yes,0,120763,1110675,Microbial Minimal Draft Single Cell Screened Genome,Single Cell Analysis (screened),Ga0182380,Single Cell Analysis (screened),Gp0207924,Gs0128773,2017-03-23,spades v. 3.9.0,,,2017-05-01,,No,,No,Yes,191393,0,0,2017-04-10,JGI 02_F21,Primary,,,,edelong@hawaii.edu; dkarl@hawaii.edu; dboeuf@hawaii.edu,Edward DeLong; David Karl; Dominique Boeuf,,,,,,,,,edelong@hawaii.edu,Edward DeLong,,No,125 m,,Environmental,Aquatic,Oceanic,Marine,,,,Pacific Ocean: North Pacific Subtropical Gyre,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,,,1110675,1933,22.7897,,,157.9194,,,,,,,,,,,Deferribacterales SAR406 bacterium JGI 02_F21,,,,0,,0,0,0,0,,,,,,,,,,"Illumina MiSeq, Illumina NextSeq-HO",,,,,Single Cell,,250820,302,17,0,78462,0.31,243852,97.26,243852,97.26,294,97.35,8,2.65,0,0,0,0,0,0,7,0,0,0,0,0,0,0,229,75.83,65,21.52,0,0,6,1.99,0,0,0,0,15,4.97,0,0,186,61.59,73,24.17,237,78.48,136,45.03,91,30.13,101,33.44,193,63.91,164,54.3,130,43.05,78,25.83,216,71.52,57,18.87,23,7.62,29,9.6,0,0,12,3.97,70,23.18,283,93.71,0,0,0,0,181,71,281,140,0,0,302,100,17,0,0,0,167,55.3
