"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length..bp.","GC.Content","Read.Depth","Prophages.per.scaffold","Prophages.per.genome"
"2541145441_ATJC01000124-circular",6,"2541145441_ATJC01000124-circular",6,1,2,"3.062457552","14.55260262","2.717138759","","","",2541145441,"Enterococcus faecalis LA3B-2 : ATJC01000124",2541047540,"Enterococcus faecalis LA3B-2",7,5420,0.45,1,1,1
"2506213072_Contig398",4215,"2506213072_Contig398-gene_1804-gene_1865",62,2,6,"gene_1804-gene_1858:4.35407936340597","","gene_1804-gene_1865:22.54251269355925","","","",2506213072,"Marinomonas mediterranea MMB-1 : Contig398",2506210002,"Marinomonas mediterranea MMB-1, ATCC 700492",4326,4684316,0.44,1,3,3
"2506213072_Contig398",4215,"2506213072_Contig398-gene_4176-gene_4195",20,2,1,"","","gene_4176-gene_4195:4.61915604453582","","","",2506213072,"Marinomonas mediterranea MMB-1 : Contig398",2506210002,"Marinomonas mediterranea MMB-1, ATCC 700492",4326,4684316,0.44,1,3,3
"2506485008_Contig317",4900,"2506485008_Contig317-gene_863-gene_960",98,2,3,"","","gene_863-gene_960:31.44035106972052","gene_864-gene_960:12.85298437106576","","",2506485008,"Anabaena sp. PCC 7108 : Contig317",2506485002,"Anabaena sp. PCC 7108",5076,5714552,0.39,1,5,5
"2507267694_KS100_Contig_1",2865,"2507267694_KS100_Contig_1-gene_192-gene_273",82,2,1,"","","gene_192-gene_273:11.53466825361834","gene_203-gene_232:5.77850861202254","","",2507267694,"Synechococcus sp. KORDI-100 (genome sequencing) : KS100_Contig.1",2507262013,"Synechococcus sp. KORDI-100 (genome sequencing)",3058,2789000,0.57,1,9,9
"2507267694_KS100_Contig_1",2865,"2507267694_KS100_Contig_1-gene_2020-gene_2098",79,2,1,"","","gene_2020-gene_2098:10.06044801409356","gene_2020-gene_2084:3.59869943173860","","",2507267694,"Synechococcus sp. KORDI-100 (genome sequencing) : KS100_Contig.1",2507262013,"Synechococcus sp. KORDI-100 (genome sequencing)",3058,2789000,0.57,1,9,9
"2507267694_KS100_Contig_1",2865,"2507267694_KS100_Contig_1-gene_2693-gene_2762",70,2,1,"","","gene_2693-gene_2762:8.95868757232921","gene_2736-gene_2753:3.51704924432893","","",2507267694,"Synechococcus sp. KORDI-100 (genome sequencing) : KS100_Contig.1",2507262013,"Synechococcus sp. KORDI-100 (genome sequencing)",3058,2789000,0.57,1,9,9
"2507281626_Sbal625_Contig118_1",4363,"2507281626_Sbal625_Contig118_1-gene_2046-gene_2094",49,2,4,"","","gene_2046-gene_2094:8.83203967399913","","","",2507281626,"Shewanella baltica OS625 : Sbal625_Contig118.1",2507262035,"Shewanella baltica OS625",4558,5145631,0.46,1,2,2
"2507281626_Sbal625_Contig118_1",4363,"2507281626_Sbal625_Contig118_1-gene_2172-gene_2219",48,2,0,"","gene_2192-gene_2212:2.89894553668327","gene_2172-gene_2219:12.68530651438125","gene_2172-gene_2219:5.45464093823868","","gene_2174-gene_2215:2.75033895147907",2507281626,"Shewanella baltica OS625 : Sbal625_Contig118.1",2507262035,"Shewanella baltica OS625",4558,5145631,0.46,1,2,2
"2511244427_NC_016078",3849,"2511244427_NC_016078-gene_672-gene_764",93,2,5,"gene_691-gene_764:2.21637756995165","","gene_672-gene_733:28.69982469016216","","","",2511244427,"Pelagibacterium halotolerans B2 : NC_016078",2511231054,"Pelagibacterium halotolerans B2",3937,3944837,0.61,1,2,2
"2511244427_NC_016078",3849,"2511244427_NC_016078-gene_909-gene_925",17,2,1,"","","gene_909-gene_925:4.24656208613868","","","",2511244427,"Pelagibacterium halotolerans B2 : NC_016078",2511231054,"Pelagibacterium halotolerans B2",3937,3944837,0.61,1,2,2
"2512205695_CP002987",3683,"2512205695_CP002987-gene_3164-gene_3224",61,2,6,"","","gene_3164-gene_3224:29.81041756212601","gene_3189-gene_3224:5.80852581904423","","",2512205695,"Acetobacterium woodii WB1, DSM 1030 : CP002987",2512047040,"Acetobacterium woodii WB1, DSM 1030",3561,4044777,0.39,1,3,3
"2512205695_CP002987",3683,"2512205695_CP002987-gene_3566-gene_3646",81,2,6,"gene_3590-gene_3646:2.44000001713675","","gene_3566-gene_3643:31.21136499606109","","","gene_3570-gene_3641:3.78372788569503",2512205695,"Acetobacterium woodii WB1, DSM 1030 : CP002987",2512047040,"Acetobacterium woodii WB1, DSM 1030",3561,4044777,0.39,1,3,3
"2512211939_PhacaeDRAFT_Scaffold1_6",3405,"2512211939_PhacaeDRAFT_Scaffold1_6-gene_1-gene_35",35,2,1,"","","gene_1-gene_33:7.48212455943115","gene_1-gene_35:3.33652174120378","","",2512211939,"cCaer_A3521",2512047087,"Leisingera caerulea DSM 24564",3453,3520924,0.64,1,3,3
"2512211939_PhacaeDRAFT_Scaffold1_6",3405,"2512211939_PhacaeDRAFT_Scaffold1_6-gene_2735-gene_2790",56,2,1,"gene_2745-gene_2779:2.10657972193813","","gene_2735-gene_2790:21.72496910105419","","","",2512211939,"cCaer_A3521",2512047087,"Leisingera caerulea DSM 24564",3453,3520924,0.64,1,3,3
"2512211939_PhacaeDRAFT_Scaffold1_6",3405,"2512211939_PhacaeDRAFT_Scaffold1_6-gene_3312-gene_3405",94,2,4,"","","gene_3312-gene_3405:20.47692943031494","gene_3366-gene_3396:11.83691483645620","","gene_3371-gene_3394:7.64590228711917",2512211939,"cCaer_A3521",2512047087,"Leisingera caerulea DSM 24564",3453,3520924,0.64,1,3,3
"2512564983_OA238_c",5604,"2512564983_OA238_c-gene_4348-gene_4433",86,2,1,"","","gene_4348-gene_4433:19.93412987425982","","","",2512564983,"Octadecabacter arcticus 238 : OA238_c",2512564006,"Octadecabacter arcticus 238, DSM 13978",4869,5200279,0.55,1,2,2
"2512569605_Leime_Contig76_3",4053,"2512569605_Leime_Contig76_3-gene_1289-gene_1360",72,2,3,"","","gene_1289-gene_1360:31.88991391370386","gene_1290-gene_1355:6.07340857561969","","",2512569605,"cMeth_4145",2512564009,"Leisingera methylohalidivorans MB2, DSM 14336",4135,4144900,0.62,1,4,4
"2512569605_Leime_Contig76_3",4053,"2512569605_Leime_Contig76_3-gene_1786-gene_1861",76,2,3,"","","gene_1786-gene_1861:4.12037581527173","","","",2512569605,"cMeth_4145",2512564009,"Leisingera methylohalidivorans MB2, DSM 14336",4135,4144900,0.62,1,4,4
"2512569605_Leime_Contig76_3",4053,"2512569605_Leime_Contig76_3-gene_2139-gene_2184",46,2,3,"","","gene_2139-gene_2184:18.28722241645200","","","",2512569605,"cMeth_4145",2512564009,"Leisingera methylohalidivorans MB2, DSM 14336",4135,4144900,0.62,1,4,4
"2512569605_Leime_Contig76_3",4053,"2512569605_Leime_Contig76_3-gene_3039-gene_3094",56,2,2,"","","gene_3039-gene_3094:9.69281179873232","","","",2512569605,"cMeth_4145",2512564009,"Leisingera methylohalidivorans MB2, DSM 14336",4135,4144900,0.62,1,4,4
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_561-gene_646",86,2,1,"","","gene_561-gene_646:3.26483585939784","","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8
"2513028312_Alt07DRAFT_contig_827_827-circular",73,"2513028312_Alt07DRAFT_contig_827_827-circular",73,2,3,"gene_14-gene_64:3.23059886826925","","38.13899728","gene_2-gene_73:7.36138248968593","gene_13-gene_54:3.11629415049241","gene_31-gene_74:3.00309794071453",2513028312,"Pseudoalteromonas sp. PRT007 : Alt07DRAFT_contig_827.827",2513020040,"Pseudoalteromonas sp. PRT007 (unscreened)",73,51112,0.42,1,1,1
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1656-gene_1755",100,2,3,"","","gene_1656-gene_1753:32.73788832406797","gene_1656-gene_1755:6.95328999612429","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8
"2516493516_NitteDRAFT_scaffold1_1-circular",1953,"2516493516_NitteDRAFT_scaffold1_1-circular-gene_1828-gene_1876",49,2,1,"","","gene_1828-gene_1876:6.32315815746045","","","",2516493516,"Nitratiruptor tergarcus DSM 16512 : NitteDRAFT_scaffold1.1",2516493030,"Nitratiruptor tergarcus DSM 16512",2004,1894691,0.37,1,1,1
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_431-gene_530",100,2,1,"","","gene_431-gene_530:22.83535569646252","gene_431-gene_530:18.04300068464224","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8
"2517434717_A3EYDRAFT_scaffold00015_15-circular",25,"2517434717_A3EYDRAFT_scaffold00015_15-circular",25,2,3,"","","8.481459101","","","",2517434717,"Loktanella hongkongensis DSM 17492 : A3EYDRAFT_scaffold00015.15",2517434011,"Loktanella hongkongensis DSM 17492",23,17661,0.63,1,1,1
"2517487235_scaffold00006",4444,"2517487235_scaffold00006-gene_2294-gene_2391",98,2,4,"","","gene_2343-gene_2391:18.64317510449660","gene_2294-gene_2391:2.05349355108030","","",2517487235,"Loktanella sp. SE62 : scaffold00006",2517487002,"Loktanella sp. SE62",4572,4521360,0.62,1,3,3
"2517487235_scaffold00006",4444,"2517487235_scaffold00006-gene_2798-gene_2848",51,2,1,"","","gene_2798-gene_2844:17.37199376045024","gene_2799-gene_2848:3.14487227940739","","",2517487235,"Loktanella sp. SE62 : scaffold00006",2517487002,"Loktanella sp. SE62",4572,4521360,0.62,1,3,3
"2518660831_TAATCG_NODE_1840_len_51146_cov_254_828_1841-circular",73,"2518660831_TAATCG_NODE_1840_len_51146_cov_254_828_1841-circular",73,2,3,"gene_0-gene_54:3.26966313589270","","gene_4-gene_72:41.35593936712993","gene_12-gene_72:9.95989574064471","gene_4-gene_44:2.96309516274348","gene_21-gene_69:5.30618771918107",2518660831,"Pseudoalteromonas sp. PRT007 : TAATCG_NODE_1840_len_51146_cov_254_828.1841",2518645506,"Pseudoalteromonas sp. PRT007 (unscreened)",74,51146,0.42,1,1,1
"2519109854_F550DRAFT_scaffold00001_1-circular",3236,"2519109854_F550DRAFT_scaffold00001_1-circular-gene_1023-gene_1044",22,2,1,"","","gene_1023-gene_1044:2.19444059114648","","","",2519109854,"Henriciella marina DSM 19595 : F550DRAFT_scaffold00001.1",2519103046,"Henriciella marina DSM 19595",3256,3273989,0.6,1,3,3
"2519109854_F550DRAFT_scaffold00001_1-circular",3236,"2519109854_F550DRAFT_scaffold00001_1-circular-gene_1078-gene_1151",74,2,3,"","","gene_1078-gene_1151:3.38969865280577","","","",2519109854,"Henriciella marina DSM 19595 : F550DRAFT_scaffold00001.1",2519103046,"Henriciella marina DSM 19595",3256,3273989,0.6,1,3,3
"2521191475_Leiaq_neu_scaffold_2516677483_1",4167,"2521191475_Leiaq_neu_scaffold_2516677483_1-gene_3152-gene_3200",49,2,2,"","","gene_3152-gene_3200:7.85599826417981","","","",2521191475,"cAqui_4250",2521172617,"Leisingera aquimarina DSM 24565 (scaffold version)",4245,4250010,0.61,1,1,1
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_1-gene_82",82,2,2,"","","gene_1-gene_82:17.86098894832257","gene_4-gene_82:6.08905258669208","","gene_70-gene_82:3.62381653867472",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_1517-gene_1561",45,2,3,"","","gene_1517-gene_1561:19.24291758395674","","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_2017-gene_2055",39,2,3,"","","gene_2017-gene_2055:17.01319288655689","gene_2017-gene_2054:2.17616933683498","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_2113-gene_2204",92,2,7,"gene_2122-gene_2204:4.21062933257366","","gene_2113-gene_2204:22.36612156237598","","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_2349-gene_2394",46,2,2,"","","gene_2349-gene_2394:19.89635943661361","gene_2350-gene_2392:2.19634466927882","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521194441_CP003845",3795,"2521194441_CP003845-gene_2449-gene_2500",52,2,2,"","","gene_2449-gene_2500:22.19294682753624","","","",2521194441,"Alteromonas macleodii Black Sea 11 : CP003845",2521172684,"Alteromonas macleodii Black Sea 11",3858,4480507,0.45,1,3,3
"2524031326_Shewanella",4136,"2524031326_Shewanella-gene_1665-gene_1720",56,2,4,"","","gene_1665-gene_1720:18.83007096406570","","","",2524031326,"Shewanella frigidimarina NCIMB 400 : Shewanella",2524023134,"Shewanella frigidimarina NCIMB 400",4174,4845257,0.42,1,1,1
"2524031327_Shewanella",3897,"2524031327_Shewanella-gene_3320-gene_3369",50,2,4,"","","gene_3320-gene_3369:15.18086065731375","","","",2524031327,"Shewanella denitrificans OS217 : Shewanella",2524023135,"Shewanella denitrificans OS217",3920,4545906,0.45,1,2,2
"2524037964_FO203503",4557,"2524037964_FO203503-gene_4414-gene_4444",31,2,1,"","","gene_4414-gene_4444:8.70652850592553","","","",2524037964,"Desulfobacula toluolica Tol2 : FO203503",2524023220,"Desulfobacula toluolica Tol2",4435,5197905,0.41,1,4,4
"2524708640_K337DRAFT_scaffold00002_2-circular",1105,"2524708640_K337DRAFT_scaffold00002_2-circular-gene_199-gene_268",70,2,4,"gene_206-gene_232:5.86807493606343","","gene_199-gene_268:31.18097815436472","gene_233-gene_262:8.71526394607232","","",2524708640,"Psychrilyobacter atlanticus DSM 19335 : K337DRAFT_scaffold00002.2",2524614854,"Psychrilyobacter atlanticus DSM 19335",1125,1146430,0.31,1,3,3
"2524708640_K337DRAFT_scaffold00002_2-circular",1105,"2524708640_K337DRAFT_scaffold00002_2-circular-gene_776-gene_848",73,2,4,"gene_805-gene_829:5.77895519322272","","gene_776-gene_848:31.55141659543888","gene_776-gene_848:6.14361085011041","","",2524708640,"Psychrilyobacter atlanticus DSM 19335 : K337DRAFT_scaffold00002.2",2524614854,"Psychrilyobacter atlanticus DSM 19335",1125,1146430,0.31,1,3,3
"2526166977_SER39009_Serratia_39006_draft_12-05-13_1",4403,"2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_2475-gene_2515",41,2,5,"gene_2481-gene_2515:9.26238675747365","","gene_2475-gene_2515:13.58968068009917","","","",2526166977,"Draft Genome Sequence of Serratia sp. strain ATCC 39006 : SER39009_Serratia_39006_draft_12-05-13.1",2526164535,"Serratia sp. ATCC 39006",4578,4947661,0.49,1,3,3
"2526166977_SER39009_Serratia_39006_draft_12-05-13_1",4403,"2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_4119-gene_4180",62,2,1,"gene_4150-gene_4180:6.64909083572709","","gene_4119-gene_4180:12.94071115131786","","","",2526166977,"Draft Genome Sequence of Serratia sp. strain ATCC 39006 : SER39009_Serratia_39006_draft_12-05-13.1",2526164535,"Serratia sp. ATCC 39006",4578,4947661,0.49,1,3,3
"2531877735_AMRJ01000068-circular",5,"2531877735_AMRJ01000068-circular",5,2,0,"3.771702263","","3.412748881","","","3.337242168",2531877735,"Alcanivorax hongdengensis A-11-3 : AMRJ01000068",2531839231,"Alcanivorax hongdengensis A-11-3",0,1667,0.39,1,1,1
"2540348203_FO203427",3295,"2540348203_FO203427-gene_2260-gene_2352",93,2,3,"","","gene_2260-gene_2352:6.76012068118542","","","",2540348203,"Desulfovibrio piezophilus C1TLV30, DSM 21447 : FO203427",2540341170,"Desulfovibrio piezophilus C1TLV30",3431,3646098,0.5,1,2,2
"2540355318_H276DRAFT_scaffold00001_1-circular",3704,"2540355318_H276DRAFT_scaffold00001_1-circular-gene_725-gene_751",27,2,1,"","","gene_725-gene_751:7.68335472002552","","","",2540355318,"Mycobacterium sp. 141 : H276DRAFT_scaffold00001.1",2540341250,"Mycobacterium sp. 141",3820,3866206,0.66,1,2,2
"2549075848_RCA23c",3168,"2549075848_RCA23c-gene_2282-gene_2353",72,2,1,"","","gene_2282-gene_2353:6.68891411919184","gene_2308-gene_2323:2.21122199027117","","",2549075848,"Planktomarina temperata RCA23, DSM 22400 (RCA23) : RCA23c",2548877138,"Planktomarina temperata RCA23, DSM 22400 (RCA23)",3101,3288122,0.54,1,2,2
"2551322688_A142DRAFT_AJZD01000300_1_300-circular",5,"2551322688_A142DRAFT_AJZD01000300_1_300-circular",5,2,0,"","5.132923314","2.110149111","","","2.067526235",2551322688,"Vibrio splendidus 12E03 : A142DRAFT_AJZD01000300_1.300",2551306058,"Vibrio splendidus 12E03",5,3223,0.4,1,1,1
"2551324408_A148DRAFT_AJZJ01000420_1_420-circular",6,"2551324408_A148DRAFT_AJZJ01000420_1_420-circular",6,2,0,"","4.957080731","2.717138759","","","",2551324408,"Vibrio splendidus 1F-157 : A148DRAFT_AJZJ01000420_1.420",2551306064,"Vibrio splendidus 1F-157",7,3509,0.39,1,1,1
"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1",3571,"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_2375-gene_2437",63,2,0,"gene_2386-gene_2406:2.64848086861164","","gene_2375-gene_2437:35.11284230007104","gene_2407-gene_2436:4.55845658982594","","",2558913391,"Sediminibacter sp. Hel_I_10 : P176DRAFT_scf7180000000002_quiver_dupTrim_6579.1",2558860975,"Sediminibacter sp. Hel_I_10",3688,4106053,0.37,1,4,4
"2561539978_Calab_Cab_131026_1",3828,"2561539978_Calab_Cab_131026_1-gene_1767-gene_1809",43,2,1,"","","gene_1767-gene_1809:19.68981696686404","gene_1768-gene_1809:7.06342750152555","","",2561539978,"Caldithrix abyssi LF13, DSM 13497 : Calab_Cab_131026.1",2561511127,"Caldithrix abyssi LF13, DSM 13497",3842,4978541,0.45,1,2,2
"2561539978_Calab_Cab_131026_1",3828,"2561539978_Calab_Cab_131026_1-gene_986-gene_1083",98,2,4,"","","gene_986-gene_1083:36.68125973639618","gene_986-gene_1083:14.27419393300291","","",2561539978,"Caldithrix abyssi LF13, DSM 13497 : Calab_Cab_131026.1",2561511127,"Caldithrix abyssi LF13, DSM 13497",3842,4978541,0.45,1,2,2
"2561541728_CP006605",3414,"2561541728_CP006605-gene_373-gene_388",16,2,0,"","gene_373-gene_387:18.41202741850059","gene_375-gene_388:4.07031619718831","","","",2561541728,"Vibrio campbellii ATCC BAA-1116 : CP006605",2561511217,"Vibrio campbellii ATCC BAA-1116",3496,3746887,0.46,1,2,2
"2561541728_CP006605",3414,"2561541728_CP006605-gene_661-gene_756",96,2,7,"gene_682-gene_709:2.72155828493135","","gene_661-gene_756:21.56613720011871","","","",2561541728,"Vibrio campbellii ATCC BAA-1116 : CP006605",2561511217,"Vibrio campbellii ATCC BAA-1116",3496,3746887,0.46,1,2,2
"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1",2522,"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1-gene_509-gene_571",63,2,3,"","","gene_509-gene_571:37.64924935336433","gene_509-gene_563:7.50749261655205","","gene_541-gene_566:4.35190630816225",2571071633,"Thiomicrospira sp. MA2-6 : BS76DRAFT_scf7180000000002_quiver_dupTrim_10022.1",2571042363,"Thiomicrospira sp. MA2-6",2546,2676715,0.5,1,2,2
"2571156966_P166DRAFT_scf7180000000008_quiver_2",2328,"2571156966_P166DRAFT_scf7180000000008_quiver_2-gene_408-gene_460",53,2,6,"","","gene_408-gene_460:17.24010152920404","","","",2571156966,"Hydrogenovibrio marinus DSM 11271 : P166DRAFT_scf7180000000008_quiver.2",2571042915,"Hydrogenovibrio marinus DSM 11271",2390,2497233,0.44,1,1,1
"2574179835_BO22DRAFT_scaffold00024_24-circular",67,"2574179835_BO22DRAFT_scaffold00024_24-circular",67,2,1,"","","32.59644436","gene_0-gene_66:12.60033521821238","gene_5-gene_67:2.06708287844387","gene_27-gene_50:8.52882551445552",2574179835,"Propionigenium maris DSM 9537 : BO22DRAFT_scaffold00024.24",2574179702,"Propionigenium maris DSM 9537",67,42932,0.39,1,1,2
"2597512639_Ga0036914_gi564132530_1",3993,"2597512639_Ga0036914_gi564132530_1-gene_1144-gene_1181",38,2,1,"","","gene_1144-gene_1181:8.01155386645225","","","",2597512639,"Congregibacter litoralis KT71 : Ga0036914_gi564132530.1",2597489864,"Congregibacter litoralis KT71",3981,4351117,0.58,1,5,5
"2597512639_Ga0036914_gi564132530_1",3993,"2597512639_Ga0036914_gi564132530_1-gene_2218-gene_2230",13,2,1,"","","gene_2218-gene_2230:3.31871971756193","","","",2597512639,"Congregibacter litoralis KT71 : Ga0036914_gi564132530.1",2597489864,"Congregibacter litoralis KT71",3981,4351117,0.58,1,5,5
"2597520218_Ga0032872_gi461490773_1",3572,"2597520218_Ga0032872_gi461490773_1-gene_433-gene_482",50,2,2,"","","gene_433-gene_482:16.53423242905831","","","",2597520218,"Thalassolituus oleivorans MIL-1 : Ga0032872_gi461490773.1",2597489935,"Thalassolituus oleivorans MIL-1",3638,3920328,0.47,1,1,1
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_1683-gene_1739",57,2,3,"gene_1706-gene_1722:5.30988608066460","","gene_1683-gene_1739:28.92757525862228","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_3009-gene_3089",81,2,3,"","","gene_3009-gene_3089:18.29307995173201","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_3758-gene_3822",65,2,4,"gene_3760-gene_3818:3.30034608294957","","gene_3758-gene_3822:21.66999632664385","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2622780072_scf7180000000004",3532,"2622780072_scf7180000000004-gene_1974-gene_2082",109,2,0,"gene_1974-gene_2031:2.23777047190015","","gene_1974-gene_2051:32.70397258285752","gene_1983-gene_2082:5.14751041151833","","",2622780072,"Flagellimonas sp. DK169 : scf7180000000004",2622736625,"Flagellimonas sp. DK169",3561,4118402,0.38,1,3,3
