"Genome.ID","NCBI.Taxon.ID","Status","Genome","Phylum","Class","Order","Family","Genus","Species","Strain","Cultured","Ecosystem","Ecosystem.Category","Ecosystem.Type","Ecosystem.Subtype","Genome.Size","Gene.Count","Scaffold.Count","GOLD.Analysis.Project.Type","GOLD.Sequencing.Strategy","Prophages.per.genome","Total.Size.Prophages","Genome.Size.Without.Prophage","Percentage.of.Genome.Prophage"
2517434011,1122180,"Permanent Draft","Loktanella hongkongensis DSM 17492","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella","Loktanella hongkongensis","UST950701-009P","Yes","Environmental","Aquatic","Marine","Unclassified",3187878,3152,17,"Genome Analysis","Whole Genome Sequencing",1,17661,3170217,0.554004889773072
2518645506,114053,"Draft","Pseudoalteromonas sp. PRT007 (unscreened)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","uncultured Pseudoalteromonas sp.","PRT007","No","Environmental","Aquatic","Marine","Unclassified",3364473,4125,1446,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,51146,3313327,1.52017864313371
2531839231,1177179,"Permanent Draft","Alcanivorax hongdengensis A-11-3","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","Alcanivorax hongdengensis","A-11-3","Yes","Environmental","Aquatic","Marine","Oceanic",3664876,3459,93,"Genome Analysis","Whole Genome Sequencing",1,1667,3663209,0.0454858499987448
2551306058,1191305,"Permanent Draft","Vibrio splendidus 12E03","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio splendidus","1.20E+04","Yes","Environmental","Aquatic","Marine","Unclassified",5369124,5014,370,"Genome Analysis","Whole Genome Sequencing",1,3223,5365901,0.0600284143186114
2551306064,617145,"Permanent Draft","Vibrio splendidus 1F-157","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio splendidus","1F-157","Yes","Environmental","Aquatic","Marine","Unclassified",5616420,5227,423,"Genome Analysis","Whole Genome Sequencing",1,3509,5612911,0.0624775212679963
2574179702,1123000,"Permanent Draft","Propionigenium maris DSM 9537","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Propionigenium maris","DSM 9537","Yes","Environmental","Aquatic","Marine","Intertidal zone",4109009,4052,64,"Genome Analysis","Whole Genome Sequencing",2,55132,4053877,1.34173471024279
2634166328,1122198,"Permanent Draft","Marinobacterium georgiense DSM 11526","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","Marinobacterium georgiense","DSM 11526","Yes","Environmental","Aquatic","Marine","Unclassified",3925261,3792,51,"Genome Analysis","Whole Genome Sequencing",1,16630,3908631,0.423666095069856
2654587931,1703384,"Permanent Draft","Acidithiobacillales bacterium SM1_46","Proteobacteria","Acidithiobacillia","Acidithiobacillales","unclassified","unclassified","Acidithiobacillales bacterium SM1_46","","No","Environmental","Aquatic","Marine","Oceanic",2616358,2846,182,"Genome from Metagenome","Metagenome",1,54650,2561708,2.08878142822962
2654587932,1703385,"Permanent Draft","Acidithiobacillales bacterium SM23_46","Proteobacteria","Acidithiobacillia","Acidithiobacillales","unclassified","unclassified","Acidithiobacillales bacterium SM23_46","","No","Environmental","Aquatic","Marine","Oceanic",2826034,3110,263,"Genome from Metagenome","Metagenome",1,54660,2771374,1.93415932009311
2654587958,1703358,"Permanent Draft","Gemmatimonas sp. SG8_38_2","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas sp. SG8_38_2","","No","Environmental","Aquatic","Marine","Oceanic",2814545,2866,307,"Genome from Metagenome","Metagenome",1,71469,2743076,2.53927366590337
2654588060,1703763,"Permanent Draft","bacterium SM23_57","unclassified","unclassified","unclassified","unclassified","unclassified","bacterium SM23_57","","No","Environmental","Aquatic","Marine","Oceanic",2320374,2198,284,"Genome from Metagenome","Metagenome",1,32295,2288079,1.39180149406949
2654588076,1703354,"Permanent Draft","Coxiella sp. DG_40","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella","Coxiella sp. DG_40","","No","Environmental","Aquatic","Marine","Oceanic",2338617,2360,88,"Genome from Metagenome","Metagenome",1,35501,2303116,1.51803394912463
2675903130,417292,"Permanent Draft","Streptomyces indicus CGMCC 4.5727","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces indicus","CGMCC 4.5727","Yes","Environmental","Aquatic","Marine","Oceanic",8228196,7483,45,"Genome Analysis","Whole Genome Sequencing",1,62152,8166044,0.755353907466473
651324112,937772,"Permanent Draft","gamma proteobacterium IMCC1989","Proteobacteria","Gammaproteobacteria","Alteromonadales","unclassified","unclassified","gamma proteobacterium IMCC1989","IMCC1989","Yes","Environmental","Aquatic","Marine","",3017625,2880,455,"Genome Analysis","Whole Genome Sequencing",2,12413,3005212,0.411349985501843
2228664044,1009416,"Permanent Draft","Verrucomicrobia bacterium SCGC AAA164-I21 (unscreened)","Verrucomicrobia","unclassified","unclassified","unclassified","unclassified","Verrucomicrobia bacterium SCGC AAA164-I21","SCGC AAA164-I21","No","Environmental","Aquatic","Marine","Unclassified",1142922,1355,389,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,12046,1130876,1.05396518747561
2236661014,939391,"Draft","alpha proteobacterium SCGC AAA300-J16 (unscreened)","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","alpha proteobacterium SCGC AAA300-J16","SCGC AAA300-J16","No","Environmental","Aquatic","Marine","Unclassified",1001569,1201,214,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,7868,993701,0.785567444679298
2264265209,1130382,"Draft","Spirochaetes bacterium SCGC AAA257-G10 (unscreened)","Spirochaetes","unclassified","unclassified","unclassified","unclassified","Spirochaetes bacterium SCGC AAA257-G10","SCGC AAA257-G10","No","Environmental","Aquatic","Marine","Coastal",1369981,1381,280,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,8879,1361102,0.648111178184223
2264265210,1130383,"Draft","Spirochaetes bacterium SCGC AAA257-P05 (unscreened)","Spirochaetes","unclassified","unclassified","unclassified","unclassified","Spirochaetes bacterium SCGC AAA257-P05","SCGC AAA257-P05","No","Environmental","Aquatic","Marine","Coastal",421218,549,141,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,8869,412349,2.10556054109748
2515154007,1286635,"Draft","Desulfotignum phosphitoxidans FiPS-3, DSM 13687","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfotignum","Desulfotignum phosphitoxidans","FiPS-3","Yes","Environmental","Aquatic","Marine","Oceanic",4788289,4618,244,"Genome Analysis","Whole Genome Sequencing",1,7742,4780547,0.161686147181175
2515154125,1136430,"Permanent Draft","Salinispora arenicola CNH964","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora","Salinispora arenicola","CNH964","Yes","Environmental","Aquatic","Marine","Oceanic",5912993,5426,70,"Genome Analysis","Whole Genome Sequencing",1,27713,5885280,0.468679736302749
2519103181,1167759,"Draft","Streptomyces sp. LaPpAH-185","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. LaPpAH-185","LaPpAH-185","Yes","Environmental","Aquatic","Marine","Unclassified",9743327,8599,63,"Genome Analysis","Whole Genome Sequencing",1,5643,9737684,0.0579165617658116
2523231063,1122226,"Permanent Draft","Mesonia mobilis DSM 19841","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesonia","Mesonia mobilis","DSM 19841","Yes","Environmental","Aquatic","Marine","Unclassified",3211040,3043,60,"Genome Analysis","Whole Genome Sequencing",1,15517,3195523,0.483239075190592
2527291666,655186,"Draft","SUP05 cluster bacterium AB-750C22AB-904 (unscreened)","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","Candidatus Thioglobus","uncultured SUP05 cluster bacterium","AB-750C22AB-904","No","Environmental","Aquatic","Marine","Unclassified",758701,930,62,"Single Cell Analysis (unscreened)","Whole Genome Sequencing",1,21205,737496,2.79490866625983
2548876533,1073573,"Permanent Draft","SAR324 cluster bacterium JCVI-SC AAA005","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","SAR324 cluster bacterium JCVI-SC AAA005","bacterium JCVI-SC AAA005","Yes","Environmental","Aquatic","Marine","Unclassified",4255983,4602,646,"Genome Analysis","Whole Genome Sequencing",1,7510,4248473,0.176457471752119
2548876821,1136158,"Permanent Draft","Vibrio cyclitrophicus 1F97","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio cyclitrophicus","1F97","Yes","Environmental","Aquatic","Marine","Unclassified",5338318,4919,151,"Genome Analysis","Whole Genome Sequencing",1,4744,5333574,0.0888669427336476
2548876832,1136172,"Permanent Draft","Vibrio cyclitrophicus ZF205","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio cyclitrophicus","ZF205","Yes","Environmental","Aquatic","Marine","Unclassified",4875086,4369,70,"Genome Analysis","Whole Genome Sequencing",1,30441,4844645,0.624419753825881
2548876835,1136170,"Permanent Draft","Vibrio cyclitrophicus ZF99","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio cyclitrophicus","ZF99","Yes","Environmental","Aquatic","Marine","Unclassified",4917182,4369,85,"Genome Analysis","Whole Genome Sequencing",1,10649,4906533,0.216567131336607
2548876839,1136174,"Permanent Draft","Vibrio cyclitrophicus ZF255","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio cyclitrophicus","ZF255","Yes","Environmental","Aquatic","Marine","Unclassified",4968531,4484,132,"Genome Analysis","Whole Genome Sequencing",1,7075,4961456,0.142396213287187
2551306060,617133,"Permanent Draft","Vibrio ordalii FS-238","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio ordalii","FS-238","Yes","Environmental","Aquatic","Marine","Unclassified",3914684,3597,223,"Genome Analysis","Whole Genome Sequencing",1,13552,3901132,0.346183753273572
2551306068,617131,"Permanent Draft","Vibrio ordalii FF-167","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio ordalii","FF-167","Yes","Environmental","Aquatic","Marine","Unclassified",3780331,3635,286,"Genome Analysis","Whole Genome Sequencing",1,7915,3772416,0.209373200389066
2551306096,1196031,"Permanent Draft","Bacillus oceanisediminis 2691","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus oceanisediminis","2691","Yes","Environmental","Aquatic","Marine","Unclassified",5760615,5979,77,"Genome Analysis","Whole Genome Sequencing",1,12384,5748231,0.214977046721574
2558860114,1397696,"Permanent Draft","Exiguobacterium marinum DSM 16307","Firmicutes","Bacilli","Bacillales","unclassified","Exiguobacterium","Exiguobacterium marinum","DSM 16307","Yes","Environmental","Aquatic","Marine","Intertidal zone",2814016,2930,2,"Genome Analysis","Whole Genome Sequencing",1,39645,2774371,1.40884060360709
2574179726,1123498,"Permanent Draft","Vibrio ruber DSM 16370","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio ruber","DSM 16370","Yes","Environmental","Aquatic","Marine","Unclassified",4542383,4052,97,"Genome Analysis","Whole Genome Sequencing",1,6825,4535558,0.150251530969537
2585428090,1121324,"Permanent Draft","Peptoclostridium litorale DSM 5388","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptoclostridium","Peptoclostridium litorale","DSM 5388","Yes","Environmental","Aquatic","Marine","Oceanic",3197617,3019,38,"Genome Analysis","Whole Genome Sequencing",1,27960,3169657,0.874401155610569
2588253841,1300350,"Permanent Draft","Sulfitobacter donghicola JCM 14565","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter donghicola","DSW-25","Yes","Environmental","Aquatic","Marine","Unclassified",3513202,3476,92,"Genome Analysis","Whole Genome Sequencing",1,22434,3490768,0.638562769803729
2597490345,693982,"Permanent Draft","Sinorhizobium meliloti DSM 23913","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium meliloti","AK83","Yes","Environmental","Aquatic","Marine","Unclassified",6919612,6854,184,"Genome Analysis","Whole Genome Sequencing",1,7887,6911725,0.113980379246698
2630968265,1454205,"Draft","Moorea producens-heterotrophic bacteria co-culture from Jamaica (Final Draft of Linear Chromosome and 2 Linear Plasmid Scaffolds)","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea producens","JHB 22AUG96-1","Yes","Environmental","Aquatic","Marine","Oceanic",9384763,7620,3,"Genome Analysis","Whole Genome Sequencing",1,9474,9375289,0.100950871108839
2651869885,1738654,"Draft","Unclassified Woeseiaceae bin20_1J","Proteobacteria","Gammaproteobacteria","Chromatiales","Woeseiaceae","unclassified","unclassified","","No","Environmental","Aquatic","Marine","Coastal",2407210,2424,298,"Genome from Metagenome","Metagenome",1,3190,2404020,0.132518558829516
2654587943,1703411,"Permanent Draft","Phycisphaerae bacterium SM23_30","Planctomycetes","Phycisphaerae","unclassified","unclassified","unclassified","Phycisphaerae bacterium SM23_30","","No","Environmental","Aquatic","Marine","Oceanic",4010441,3331,295,"Genome from Metagenome","Metagenome",1,8091,4002350,0.201748386274726
643692030,123214,"Finished","Persephonella marina EX-H1","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Persephonella","Persephonella marina","EX-H1","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",1983966,2095,2,"Genome Analysis","Whole Genome Sequencing",1,53682,1930284,2.70579233716707
647533184,118168,"Permanent Draft","Coleofasciculus chthonoplastes PCC 7420","Cyanobacteria","unclassified","Oscillatoriales","Coleofasciculaceae","Coleofasciculus","Coleofasciculus chthonoplastes","PCC 7420","Yes","Environmental","Aquatic","Marine","Intertidal zone",8679041,8359,57,"Genome Analysis","Whole Genome Sequencing",1,249172,8429869,2.87096235632485
647533245,391586,"Permanent Draft","Vibrio parahaemolyticus 16","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio sp. 16","16","Yes","Environmental","Aquatic","Marine","Unclassified",4535833,4136,80,"Genome Analysis","Whole Genome Sequencing",1,47116,4488717,1.03875076529493
